"sample","location","trap","sizeclass","bodypart","nparts","plate_contents"
"RNMB_Foping_BS_P3_tag26_F11","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G11","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H11","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_A12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_B12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_C12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_D12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_E12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_F12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_G12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_Foping_BS_P3_tag26_H12","Meicity","FIT",5,"whole body",50,"Foping samples only"
"RNMB_meicity_BS_P1_tag41_A1","Meicity","FIT",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B1","Meicity","FIT",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C1","Meicity","FIT",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D1","Meicity","FIT",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E1","Meicity","FIT",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F1","Meicity","FIT",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G1","Meicity","FIT",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H1","Meicity","FIT",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A2","Meicity","FIT",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B2","Meicity","FIT",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C2","Meicity","FIT",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D2","Meicity","FIT",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E2","Meicity","FIT",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F2","Meicity","FIT",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G2","Meicity","FIT",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H2","Meicity","FIT",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A3","Meicity","FIT",3,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B3","Meicity","FIT",3,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C3","Meicity","FIT",3,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D3","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E3","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F3","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G3","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H3","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H4","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H5","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H6","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H7","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H8","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A9","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B9","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C9","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D9","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E9","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F9","Meicity","FIT",4,"head",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G9","Meicity","L/N",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H9","Meicity","L/N",1,"leg",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A10","Meicity","L/N",1,"leg",15,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B10","Meicity","L/N",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C10","Meicity","L/N",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D10","Meicity","L/N",2,"leg",30,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E10","Meicity","L/N",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F10","Meicity","L/N",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G10","Meicity","L/N",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H10","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A11","Meicity","L/N",4,"head and thorax",32,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B11","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C11","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D11","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E11","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F11","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G11","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H11","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_A12","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_B12","Meicity","L/N",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_C12","Meicity","MT",2,"leg",100,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_D12","Meicity","MT",3,"leg",150,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_E12","Meicity","MT",4,"head ",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_F12","Meicity","MT",4,"head ",25,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_G12","Meicity","MT",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P1_tag41_H12","Meicity","MT",4,"head and thorax",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H1","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A2","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B2","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C2","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D2","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E2","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F2","Meicity","FIT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G2","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H2","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H3","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A4","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B4","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C4","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D4","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E4","Meicity","FIT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F4","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G4","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H4","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A5","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B5","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C5","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D5","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E5","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F5","Meicity","FIT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G5","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H5","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H6","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A7","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B7","Meicity","L/N",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C7","Meicity","L/N",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D7","Meicity","L/N",5,"whole body",29,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E7","Meicity","L/N",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F7","Meicity","L/N",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G7","Meicity","L/N",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H7","Meicity","L/N",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A8","Meicity","L/N",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B8","Meicity","L/N",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C8","Meicity","L/N",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D8","Meicity","L/N",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E8","Meicity","L/N",7,"whole body",19,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F8","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G8","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H8","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A9","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B9","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C9","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D9","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E9","Meicity","MT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F9","Meicity","MT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G9","Meicity","MT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H9","Meicity","MT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A10","Meicity","MT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B10","Meicity","MT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C10","Meicity","MT",5,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D10","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E10","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F10","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G10","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H10","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A11","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B11","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C11","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D11","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E11","Meicity","MT",6,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F11","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G11","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H11","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A12","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B12","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C12","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D12","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E12","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F12","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G12","Meicity","MT",7,"whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H12","Meicity","MT",5,"whole body",25,"meicity samples only"
"RNMB_YHM_BS_P1_tag15_A1","Yuhuangmiao","FIT",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B1","Yuhuangmiao","FIT",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C1","Yuhuangmiao","FIT",1,"leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D1","Yuhuangmiao","FIT",2,"leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E1","Yuhuangmiao","FIT",2,"leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F1","Yuhuangmiao","FIT",2,"leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G1","Yuhuangmiao","FIT",2,"leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H1","Yuhuangmiao","FIT",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A2","Yuhuangmiao","FIT",2,"leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B2","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C2","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D2","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E2","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F2","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G2","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H2","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H3","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A4","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B4","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C4","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D4","Yuhuangmiao","FIT",3,"head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E4","Yuhuangmiao","FIT",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F4","Yuhuangmiao","FIT",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G4","Yuhuangmiao","FIT",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H4","Yuhuangmiao","FIT",3,"leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A5","Yuhuangmiao","FIT",4,"head",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B5","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C5","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D5","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E5","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F5","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G5","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H5","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A6","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B6","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C6","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D6","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E6","Yuhuangmiao","FIT",4,"head and thorax",35,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F6","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G6","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H6","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H7","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H8","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G9","Yuhuangmiao","FIT",4,"head and thorax",50,"YHM samples only"
